car: retangulo: - x:9750.000000 - y:0.000000 - w:11700.000000 - h:2724.000000
cep quadra:b8-1.76, area: 9696.000000
cep quadra:b8-45.182, area: 58205088.000000
cep quadra:b8-45.183, area: 58214784.000000
cep quadra:b8-45.184, area: 58224480.000000
cep quadra:b8-45.185, area: 58234176.000000
cep quadra:b8-45.186, area: 58243872.000000
cep quadra:b8-45.187, area: 58253568.000000
cep quadra:b8-45.188, area: 58263264.000000
cep quadra:b8-45.189, area: 58272960.000000
cep quadra:b8-45.190, area: 58282656.000000
cep quadra:b8-45.191, area: 58292352.000000
cep quadra:b8-45.192, area: 58302048.000000
cep quadra:b8-45.193, area: 58311744.000000
cep quadra:b8-45.194, area: 58321440.000000
cep quadra:b8-45.195, area: 58331136.000000
cep quadra:b8-45.196, area: 58340832.000000
cep quadra:b8-45.197, area: 58350528.000000
cep quadra:b8-45.198, area: 58360224.000000
cep quadra:b8-45.199, area: 58369920.000000
cep quadra:b8-45.200, area: 58379616.000000
cep quadra:b8-45.201, area: 58389312.000000
cep quadra:b8-45.202, area: 58399008.000000
cep quadra:b8-45.203, area: 58408704.000000
cep quadra:b8-45.204, area: 58418400.000000
cep quadra:b8-45.205, area: 58428096.000000
cep quadra:b8-45.206, area: 58437792.000000
cep quadra:b8-45.207, area: 58447488.000000
cep quadra:b8-45.208, area: 58457184.000000
cep quadra:b8-45.209, area: 58466880.000000
cep quadra:b8-46.76, area: 58476576.000000
cep quadra:b8-46.77, area: 58486272.000000
cep quadra:b8-46.78, area: 58495968.000000
cep quadra:b8-46.79, area: 58505664.000000
cep quadra:b8-46.80, area: 58515360.000000
cep quadra:b8-46.81, area: 58525056.000000
cep quadra:b8-46.82, area: 58534752.000000
cep quadra:b8-46.83, area: 58544448.000000
cep quadra:b8-46.84, area: 58554144.000000
cep quadra:b8-46.85, area: 58563840.000000
cep quadra:b8-46.86, area: 58573536.000000
cep quadra:b8-46.87, area: 58583232.000000
cep quadra:b8-46.88, area: 58592928.000000
cep quadra:b8-46.89, area: 58602624.000000
cep quadra:b8-46.90, area: 58612320.000000
cep quadra:b8-46.91, area: 58622016.000000
cep quadra:b8-46.92, area: 58631712.000000
cep quadra:b8-46.93, area: 58641408.000000
cep quadra:b8-46.94, area: 58651104.000000
cep quadra:b8-46.95, area: 58660800.000000
cep quadra:b8-46.96, area: 58670496.000000
cep quadra:b8-46.97, area: 58680192.000000
cep quadra:b8-46.98, area: 58689888.000000
cep quadra:b8-46.99, area: 58699584.000000
cep quadra:b8-46.100, area: 58709280.000000
cep quadra:b8-46.101, area: 58718976.000000
cep quadra:b8-46.102, area: 58728672.000000
cep quadra:b8-46.103, area: 58738368.000000
cep quadra:b8-46.104, area: 58748064.000000
cep quadra:b8-46.105, area: 58757760.000000
cep quadra:b8-46.106, area: 58767456.000000
cep quadra:b8-46.107, area: 58777152.000000
cep quadra:b8-46.108, area: 58786848.000000
cep quadra:b8-46.109, area: 58796544.000000
cep quadra:b8-46.110, area: 58806240.000000
cep quadra:b8-46.111, area: 58815936.000000
cep quadra:b8-46.112, area: 58825632.000000
cep quadra:b8-46.113, area: 58835328.000000
cep quadra:b8-46.114, area: 58845024.000000
cep quadra:b8-46.115, area: 58854720.000000
cep quadra:b8-46.116, area: 58864416.000000
cep quadra:b8-46.117, area: 58874112.000000
cep quadra:b8-46.118, area: 58883808.000000
cep quadra:b8-46.119, area: 58893504.000000
cep quadra:b8-46.120, area: 58903200.000000
cep quadra:b8-46.121, area: 58912896.000000
cep quadra:b8-46.122, area: 58922592.000000
cep quadra:b8-46.123, area: 58932288.000000
cep quadra:b8-46.124, area: 58941984.000000
cep quadra:b8-46.125, area: 58951680.000000
cep quadra:b8-46.126, area: 58961376.000000
cep quadra:b8-46.127, area: 58971072.000000
cep quadra:b8-46.128, area: 58980768.000000
cep quadra:b8-46.129, area: 58990464.000000
cep quadra:b8-46.130, area: 59000160.000000
cep quadra:b8-46.131, area: 59009856.000000
cep quadra:b8-46.132, area: 59019552.000000
cep quadra:b8-46.133, area: 59029248.000000
cep quadra:b8-46.134, area: 59038944.000000
cep quadra:b8-46.135, area: 59048640.000000
cep quadra:b8-46.136, area: 59058336.000000
cep quadra:b8-46.137, area: 59068032.000000
cep quadra:b8-46.138, area: 59077728.000000
cep quadra:b8-46.139, area: 59087424.000000
cep quadra:b8-46.140, area: 59097120.000000
cep quadra:b8-46.141, area: 59106816.000000
cep quadra:b8-46.142, area: 59116512.000000
cep quadra:b8-46.143, area: 59126208.000000
cep quadra:b8-46.144, area: 59135904.000000
cep quadra:b8-46.145, area: 59145600.000000
cep quadra:b8-46.146, area: 59155296.000000
cep quadra:b8-46.147, area: 59164992.000000
cep quadra:b8-46.148, area: 59174688.000000
cep quadra:b8-46.149, area: 59184384.000000
cep quadra:b8-46.150, area: 59194080.000000
cep quadra:b8-46.151, area: 59203776.000000
cep quadra:b8-46.152, area: 59213472.000000
cep quadra:b8-46.153, area: 59223168.000000
cep quadra:b8-46.154, area: 59232864.000000
cep quadra:b8-46.155, area: 59242560.000000
cep quadra:b8-46.156, area: 59252256.000000
cep quadra:b8-46.157, area: 59261952.000000
cep quadra:b8-46.158, area: 59271648.000000
cep quadra:b8-46.159, area: 59281344.000000
cep quadra:b8-46.160, area: 59291040.000000
cep quadra:b8-46.161, area: 59300736.000000
cep quadra:b8-46.162, area: 59310432.000000
cep quadra:b8-46.163, area: 59320128.000000
cep quadra:b8-46.164, area: 59329824.000000
cep quadra:b8-46.165, area: 59339520.000000
cep quadra:b8-46.166, area: 59349216.000000
cep quadra:b8-46.167, area: 59358912.000000
cep quadra:b8-46.168, area: 59368608.000000
cep quadra:b8-46.169, area: 59378304.000000
cep quadra:b8-46.170, area: 59388000.000000
cep quadra:b8-46.171, area: 59397696.000000
cep quadra:b8-46.172, area: 59407392.000000
cep quadra:b8-46.173, area: 59417088.000000
cep quadra:b8-46.174, area: 59426784.000000
cep quadra:b8-46.175, area: 59436480.000000
cep quadra:b8-46.176, area: 59446176.000000
cep quadra:b8-46.177, area: 59455872.000000
cep quadra:b8-46.178, area: 59465568.000000
cep quadra:b8-46.179, area: 59475264.000000
cep quadra:b8-46.180, area: 59484960.000000
cep quadra:b8-46.181, area: 59494656.000000
cep quadra:b8-46.182, area: 59504352.000000
cep quadra:b8-46.183, area: 59514048.000000
cep quadra:b8-46.184, area: 59523744.000000
cep quadra:b8-46.185, area: 59533440.000000
cep quadra:b8-46.186, area: 59543136.000000
cep quadra:b8-46.187, area: 59552832.000000
cep quadra:b8-46.188, area: 59562528.000000
cep quadra:b8-46.189, area: 59572224.000000
cep quadra:b8-46.190, area: 59581920.000000
cep quadra:b8-46.191, area: 59591616.000000
cep quadra:b8-46.192, area: 59601312.000000
cep quadra:b8-46.193, area: 59611008.000000
cep quadra:b8-46.194, area: 59620704.000000
cep quadra:b8-46.195, area: 59630400.000000
cep quadra:b8-46.196, area: 59640096.000000
cep quadra:b8-46.197, area: 59649792.000000
cep quadra:b8-46.198, area: 59659488.000000
cep quadra:b8-46.199, area: 59669184.000000
cep quadra:b8-46.200, area: 59678880.000000
cep quadra:b8-46.201, area: 59688576.000000
cep quadra:b8-46.202, area: 59698272.000000
cep quadra:b8-46.203, area: 59707968.000000
cep quadra:b8-46.204, area: 59717664.000000
cep quadra:b8-46.205, area: 59727360.000000
cep quadra:b8-46.206, area: 59737056.000000
cep quadra:b8-46.207, area: 59746752.000000
cep quadra:b8-46.208, area: 59756448.000000
cep quadra:b8-46.209, area: 59766144.000000
cep quadra:b8-47.76, area: 59775840.000000
cep quadra:b8-47.77, area: 59785536.000000
cep quadra:b8-47.78, area: 59795232.000000
cep quadra:b8-47.79, area: 59804928.000000
cep quadra:b8-47.80, area: 59814624.000000
cep quadra:b8-47.81, area: 59824320.000000
cep quadra:b8-47.82, area: 59834016.000000
cep quadra:b8-47.83, area: 59843712.000000
cep quadra:b8-47.84, area: 59853408.000000
cep quadra:b8-47.85, area: 59863104.000000
cep quadra:b8-47.86, area: 59872800.000000
cep quadra:b8-47.87, area: 59882496.000000
cep quadra:b8-47.88, area: 59892192.000000
cep quadra:b8-47.89, area: 59901888.000000
cep quadra:b8-47.90, area: 59911584.000000
cep quadra:b8-47.91, area: 59921280.000000
cep quadra:b8-47.92, area: 59930976.000000
cep quadra:b8-47.93, area: 59940672.000000
cep quadra:b8-47.94, area: 59950368.000000
cep quadra:b8-47.95, area: 59960064.000000
cep quadra:b8-47.96, area: 59969760.000000
cep quadra:b8-47.97, area: 59979456.000000
cep quadra:b8-47.98, area: 59989152.000000
cep quadra:b8-47.99, area: 59998848.000000
cep quadra:b8-47.100, area: 60008544.000000
cep quadra:b8-47.101, area: 60018240.000000
cep quadra:b8-47.102, area: 60027936.000000
cep quadra:b8-47.103, area: 60037632.000000
cep quadra:b8-47.104, area: 60047328.000000
cep quadra:b8-47.105, area: 60057024.000000
cep quadra:b8-47.106, area: 60066720.000000
cep quadra:b8-47.107, area: 60076416.000000
cep quadra:b8-47.108, area: 60086112.000000
cep quadra:b8-47.109, area: 60095808.000000
cep quadra:b8-47.110, area: 60105504.000000
cep quadra:b8-47.111, area: 60115200.000000
cep quadra:b8-47.112, area: 60124896.000000
cep quadra:b8-47.113, area: 60134592.000000
cep quadra:b8-47.114, area: 60144288.000000
cep quadra:b8-47.115, area: 60153984.000000
cep quadra:b8-47.116, area: 60163680.000000
cep quadra:b8-47.117, area: 60173376.000000
cep quadra:b8-47.118, area: 60183072.000000
cep quadra:b8-47.119, area: 60192768.000000
cep quadra:b8-47.120, area: 60202464.000000
cep quadra:b8-47.121, area: 60212160.000000
cep quadra:b8-47.122, area: 60221856.000000
cep quadra:b8-47.123, area: 60231552.000000
cep quadra:b8-47.124, area: 60241248.000000
cep quadra:b8-47.125, area: 60250944.000000
cep quadra:b8-47.126, area: 60260640.000000
cep quadra:b8-47.127, area: 60270336.000000
cep quadra:b8-47.128, area: 60280032.000000
cep quadra:b8-47.129, area: 60289728.000000
cep quadra:b8-47.130, area: 60299424.000000
cep quadra:b8-47.131, area: 60309120.000000
cep quadra:b8-47.132, area: 60318816.000000
cep quadra:b8-47.133, area: 60328512.000000
cep quadra:b8-47.134, area: 60338208.000000
cep quadra:b8-47.135, area: 60347904.000000
cep quadra:b8-47.136, area: 60357600.000000
cep quadra:b8-47.137, area: 60367296.000000
cep quadra:b8-47.138, area: 60376992.000000
cep quadra:b8-47.139, area: 60386688.000000
cep quadra:b8-47.140, area: 60396384.000000
cep quadra:b8-47.141, area: 60406080.000000
cep quadra:b8-47.142, area: 60415776.000000
cep quadra:b8-47.143, area: 60425472.000000
cep quadra:b8-47.144, area: 60435168.000000
cep quadra:b8-47.145, area: 60444864.000000
cep quadra:b8-47.146, area: 60454560.000000
cep quadra:b8-47.147, area: 60464256.000000
cep quadra:b8-47.148, area: 60473952.000000
cep quadra:b8-47.149, area: 60483648.000000
cep quadra:b8-47.150, area: 60493344.000000
cep quadra:b8-47.151, area: 60503040.000000
cep quadra:b8-47.152, area: 60512736.000000
cep quadra:b8-47.153, area: 60522432.000000
cep quadra:b8-47.154, area: 60532128.000000
cep quadra:b8-47.155, area: 60541824.000000
cep quadra:b8-47.156, area: 60551520.000000
cep quadra:b8-47.157, area: 60561216.000000
cep quadra:b8-47.158, area: 60570912.000000
cep quadra:b8-47.159, area: 60580608.000000
cep quadra:b8-47.160, area: 60590304.000000
cep quadra:b8-47.161, area: 60600000.000000
cep quadra:b8-47.162, area: 60609696.000000
cep quadra:b8-47.163, area: 60619392.000000
cep quadra:b8-47.164, area: 60629088.000000
cep quadra:b8-47.165, area: 60638784.000000
cep quadra:b8-47.166, area: 60648480.000000
cep quadra:b8-47.167, area: 60658176.000000
cep quadra:b8-47.168, area: 60667872.000000
cep quadra:b8-47.169, area: 60677568.000000
cep quadra:b8-47.170, area: 60687264.000000
cep quadra:b8-47.171, area: 60696960.000000
cep quadra:b8-47.172, area: 60706656.000000
cep quadra:b8-47.173, area: 60716352.000000
cep quadra:b8-47.174, area: 60726048.000000
cep quadra:b8-47.175, area: 60735744.000000
cep quadra:b8-47.176, area: 60745440.000000
cep quadra:b8-47.177, area: 60755136.000000
cep quadra:b8-47.178, area: 60764832.000000
cep quadra:b8-47.179, area: 60774528.000000
cep quadra:b8-47.180, area: 60784224.000000
cep quadra:b8-47.181, area: 60793920.000000
cep quadra:b8-47.182, area: 60803616.000000
cep quadra:b8-47.183, area: 60813312.000000
cep quadra:b8-47.184, area: 60823008.000000
cep quadra:b8-47.185, area: 60832704.000000
cep quadra:b8-47.186, area: 60842400.000000
cep quadra:b8-47.187, area: 60852096.000000
cep quadra:b8-47.188, area: 60861792.000000
cep quadra:b8-47.189, area: 60871488.000000
cep quadra:b8-47.190, area: 60881184.000000
cep quadra:b8-47.191, area: 60890880.000000
cep quadra:b8-47.192, area: 60900576.000000
cep quadra:b8-47.193, area: 60910272.000000
cep quadra:b8-47.194, area: 60919968.000000
cep quadra:b8-47.195, area: 60929664.000000
cep quadra:b8-47.196, area: 60939360.000000
cep quadra:b8-47.197, area: 60949056.000000
cep quadra:b8-47.198, area: 60958752.000000
cep quadra:b8-47.199, area: 60968448.000000
cep quadra:b8-47.200, area: 60978144.000000
cep quadra:b8-47.201, area: 60987840.000000
cep quadra:b8-47.202, area: 60997536.000000
cep quadra:b8-47.203, area: 61007232.000000
cep quadra:b8-47.204, area: 61016928.000000
cep quadra:b8-47.205, area: 61026624.000000
cep quadra:b8-47.206, area: 61036320.000000
cep quadra:b8-47.207, area: 61046016.000000
cep quadra:b8-47.208, area: 61055712.000000
cep quadra:b8-47.209, area: 61065408.000000
cep quadra:b8-48.76, area: 61075104.000000
cep quadra:b8-48.77, area: 61084800.000000
cep quadra:b8-48.78, area: 61094496.000000
cep quadra:b8-48.79, area: 61104192.000000
cep quadra:b8-48.80, area: 61113888.000000
cep quadra:b8-48.81, area: 61123584.000000
cep quadra:b8-48.82, area: 61133280.000000
cep quadra:b8-48.83, area: 61142976.000000
cep quadra:b8-48.84, area: 61152672.000000
cep quadra:b8-48.85, area: 61162368.000000
cep quadra:b8-48.86, area: 61172064.000000
cep quadra:b8-48.87, area: 61181760.000000
cep quadra:b8-48.88, area: 61191456.000000
cep quadra:b8-48.89, area: 61201152.000000
cep quadra:b8-48.90, area: 61210848.000000
cep quadra:b8-48.91, area: 61220544.000000
cep quadra:b8-48.92, area: 61230240.000000
cep quadra:b8-48.93, area: 61239936.000000
cep quadra:b8-48.94, area: 61249632.000000
cep quadra:b8-48.95, area: 61259328.000000
cep quadra:b8-48.96, area: 61269024.000000
cep quadra:b8-48.97, area: 61278720.000000
cep quadra:b8-48.98, area: 61288416.000000
cep quadra:b8-48.99, area: 61298112.000000
cep quadra:b8-48.100, area: 61307808.000000
cep quadra:b8-48.101, area: 61317504.000000
cep quadra:b8-48.102, area: 61327200.000000
cep quadra:b8-48.103, area: 61336896.000000
cep quadra:b8-48.104, area: 61346592.000000
cep quadra:b8-48.105, area: 61356288.000000
cep quadra:b8-48.106, area: 61365984.000000
cep quadra:b8-48.107, area: 61375680.000000
cep quadra:b8-48.108, area: 61385376.000000
cep quadra:b8-48.109, area: 61395072.000000
cep quadra:b8-48.110, area: 61404768.000000
cep quadra:b8-48.111, area: 61414464.000000
cep quadra:b8-48.112, area: 61424160.000000
cep quadra:b8-48.113, area: 61433856.000000
cep quadra:b8-48.114, area: 61443552.000000
cep quadra:b8-48.115, area: 61453248.000000
cep quadra:b8-48.116, area: 61462944.000000
cep quadra:b8-48.117, area: 61472640.000000
cep quadra:b8-48.118, area: 61482336.000000
cep quadra:b8-48.119, area: 61492032.000000
cep quadra:b8-48.120, area: 61501728.000000
cep quadra:b8-48.121, area: 61511424.000000
cep quadra:b8-48.122, area: 61521120.000000
cep quadra:b8-48.123, area: 61530816.000000
cep quadra:b8-48.124, area: 61540512.000000
cep quadra:b8-48.125, area: 61550208.000000
cep quadra:b8-48.126, area: 61559904.000000
cep quadra:b8-48.127, area: 61569600.000000
cep quadra:b8-48.128, area: 61579296.000000
cep quadra:b8-48.129, area: 61588992.000000
cep quadra:b8-48.130, area: 61598688.000000
cep quadra:b8-48.131, area: 61608384.000000
cep quadra:b8-48.132, area: 61618080.000000
cep quadra:b8-48.133, area: 61627776.000000
cep quadra:b8-48.134, area: 61637472.000000
cep quadra:b8-48.135, area: 61647168.000000
cep quadra:b8-48.136, area: 61656864.000000
cep quadra:b8-48.137, area: 61666560.000000
cep quadra:b8-48.138, area: 61676256.000000
cep quadra:b8-48.139, area: 61685952.000000
cep quadra:b8-48.140, area: 61695648.000000
cep quadra:b8-48.141, area: 61705344.000000
cep quadra:b8-48.142, area: 61715040.000000
cep quadra:b8-48.143, area: 61724736.000000
cep quadra:b8-48.144, area: 61734432.000000
cep quadra:b8-48.145, area: 61744128.000000
cep quadra:b8-48.146, area: 61753824.000000
cep quadra:b8-48.147, area: 61763520.000000
cep quadra:b8-48.148, area: 61773216.000000
cep quadra:b8-48.149, area: 61782912.000000
cep quadra:b8-48.150, area: 61792608.000000
cep quadra:b8-48.151, area: 61802304.000000
cep quadra:b8-48.152, area: 61812000.000000
cep quadra:b8-48.153, area: 61821696.000000
cep quadra:b8-48.154, area: 61831392.000000
cep quadra:b8-48.155, area: 61841088.000000
cep quadra:b8-48.156, area: 61850784.000000
cep quadra:b8-48.157, area: 61860480.000000
cep quadra:b8-48.158, area: 61870176.000000
cep quadra:b8-48.159, area: 61879872.000000
cep quadra:b8-48.160, area: 61889568.000000
cep quadra:b8-48.161, area: 61899264.000000
cep quadra:b8-48.162, area: 61908960.000000
cep quadra:b8-48.163, area: 61918656.000000
cep quadra:b8-48.164, area: 61928352.000000
cep quadra:b8-48.165, area: 61938048.000000
cep quadra:b8-48.166, area: 61947744.000000
cep quadra:b8-48.167, area: 61957440.000000
cep quadra:b8-48.168, area: 61967136.000000
cep quadra:b8-48.169, area: 61976832.000000
cep quadra:b8-48.170, area: 61986528.000000
cep quadra:b8-48.171, area: 61996224.000000
cep quadra:b8-48.172, area: 62005920.000000
cep quadra:b8-48.173, area: 62015616.000000
cep quadra:b8-48.174, area: 62025312.000000
cep quadra:b8-48.175, area: 62035008.000000
cep quadra:b8-48.176, area: 62044704.000000
cep quadra:b8-48.177, area: 62054400.000000
cep quadra:b8-48.178, area: 62064096.000000
cep quadra:b8-48.179, area: 62073792.000000
cep quadra:b8-48.180, area: 62083488.000000
cep quadra:b8-48.181, area: 62093184.000000
cep quadra:b8-48.182, area: 62102880.000000
cep quadra:b8-48.183, area: 62112576.000000
cep quadra:b8-48.184, area: 62122272.000000
cep quadra:b8-48.185, area: 62131968.000000
cep quadra:b8-48.186, area: 62141664.000000
cep quadra:b8-48.187, area: 62151360.000000
cep quadra:b8-48.188, area: 62161056.000000
cep quadra:b8-48.189, area: 62170752.000000
cep quadra:b8-48.190, area: 62180448.000000
cep quadra:b8-48.191, area: 62190144.000000
cep quadra:b8-48.192, area: 62199840.000000
cep quadra:b8-48.193, area: 62209536.000000
cep quadra:b8-48.194, area: 62219232.000000
cep quadra:b8-48.195, area: 62228928.000000
cep quadra:b8-48.196, area: 62238624.000000
cep quadra:b8-48.197, area: 62248320.000000
cep quadra:b8-48.198, area: 62258016.000000
cep quadra:b8-48.199, area: 62267712.000000
cep quadra:b8-48.200, area: 62277408.000000
cep quadra:b8-48.201, area: 62287104.000000
cep quadra:b8-48.202, area: 62296800.000000
cep quadra:b8-48.203, area: 62306496.000000
cep quadra:b8-48.204, area: 62316192.000000
cep quadra:b8-48.205, area: 62325888.000000
cep quadra:b8-48.206, area: 62335584.000000
cep quadra:b8-48.207, area: 62345280.000000
cep quadra:b8-48.208, area: 62354976.000000
cep quadra:b8-48.209, area: 62364672.000000
cep quadra:b8-49.76, area: 62374368.000000
cep quadra:b8-49.77, area: 62384064.000000
cep quadra:b8-49.78, area: 62393760.000000
cep quadra:b8-49.79, area: 62403456.000000
cep quadra:b8-49.80, area: 62413152.000000
cep quadra:b8-49.81, area: 62422848.000000
cep quadra:b8-49.82, area: 62432544.000000
cep quadra:b8-49.83, area: 62442240.000000
cep quadra:b8-49.84, area: 62451936.000000
cep quadra:b8-49.85, area: 62461632.000000
cep quadra:b8-49.86, area: 62471328.000000
cep quadra:b8-49.87, area: 62481024.000000
cep quadra:b8-49.88, area: 62490720.000000
cep quadra:b8-49.89, area: 62500416.000000
cep quadra:b8-49.90, area: 62510112.000000
cep quadra:b8-49.91, area: 62519808.000000
cep quadra:b8-49.92, area: 62529504.000000
cep quadra:b8-49.93, area: 62539200.000000
cep quadra:b8-49.94, area: 62548896.000000
cep quadra:b8-49.95, area: 62558592.000000
cep quadra:b8-49.96, area: 62568288.000000
cep quadra:b8-49.97, area: 62577984.000000
cep quadra:b8-49.98, area: 62587680.000000
cep quadra:b8-49.99, area: 62597376.000000
cep quadra:b8-49.100, area: 62607072.000000
cep quadra:b8-49.101, area: 62616768.000000
cep quadra:b8-49.102, area: 62626464.000000
cep quadra:b8-49.103, area: 62636160.000000
cep quadra:b8-49.104, area: 62645856.000000
cep quadra:b8-49.105, area: 62655552.000000
cep quadra:b8-49.106, area: 62665248.000000
cep quadra:b8-49.107, area: 62674944.000000
cep quadra:b8-49.108, area: 62684640.000000
cep quadra:b8-49.109, area: 62694336.000000
cep quadra:b8-49.110, area: 62704032.000000
cep quadra:b8-49.111, area: 62713728.000000
cep quadra:b8-49.112, area: 62723424.000000
cep quadra:b8-49.113, area: 62733120.000000
cep quadra:b8-49.114, area: 62742816.000000
cep quadra:b8-49.115, area: 62752512.000000
cep quadra:b8-49.116, area: 62762208.000000
cep quadra:b8-49.117, area: 62771904.000000
cep quadra:b8-49.118, area: 62781600.000000
cep quadra:b8-49.119, area: 62791296.000000
cep quadra:b8-49.120, area: 62800992.000000
cep quadra:b8-49.121, area: 62810688.000000
cep quadra:b8-49.122, area: 62820384.000000
cep quadra:b8-49.123, area: 62830080.000000
cep quadra:b8-49.124, area: 62839776.000000
cep quadra:b8-49.125, area: 62849472.000000
cep quadra:b8-49.126, area: 62859168.000000
cep quadra:b8-49.127, area: 62868864.000000
cep quadra:b8-49.128, area: 62878560.000000
cep quadra:b8-49.129, area: 62888256.000000
cep quadra:b8-49.130, area: 62897952.000000
cep quadra:b8-49.131, area: 62907648.000000
cep quadra:b8-49.132, area: 62917344.000000
cep quadra:b8-49.133, area: 62927040.000000
cep quadra:b8-49.134, area: 62936736.000000
cep quadra:b8-49.135, area: 62946432.000000
cep quadra:b8-49.136, area: 62956128.000000
cep quadra:b8-49.137, area: 62965824.000000
cep quadra:b8-49.138, area: 62975520.000000
cep quadra:b8-49.139, area: 62985216.000000
cep quadra:b8-49.140, area: 62994912.000000
cep quadra:b8-49.141, area: 63004608.000000
cep quadra:b8-49.142, area: 63014304.000000
cep quadra:b8-49.143, area: 63024000.000000
cep quadra:b8-49.144, area: 63033696.000000
cep quadra:b8-49.145, area: 63043392.000000
cep quadra:b8-49.146, area: 63053088.000000
cep quadra:b8-49.147, area: 63062784.000000
cep quadra:b8-49.148, area: 63072480.000000
cep quadra:b8-49.149, area: 63082176.000000
cep quadra:b8-49.150, area: 63091872.000000
cep quadra:b8-49.151, area: 63101568.000000
cep quadra:b8-49.152, area: 63111264.000000
cep quadra:b8-49.153, area: 63120960.000000
cep quadra:b8-49.154, area: 63130656.000000
cep quadra:b8-49.155, area: 63140352.000000
cep quadra:b8-49.156, area: 63150048.000000
cep quadra:b8-49.157, area: 63159744.000000
cep quadra:b8-49.158, area: 63169440.000000
cep quadra:b8-49.159, area: 63179136.000000
cep quadra:b8-49.160, area: 63188832.000000
cep quadra:b8-49.161, area: 63198528.000000
cep quadra:b8-49.162, area: 63208224.000000
cep quadra:b8-49.163, area: 63217920.000000
cep quadra:b8-49.164, area: 63227616.000000
cep quadra:b8-49.165, area: 63237312.000000
cep quadra:b8-49.166, area: 63247008.000000
cep quadra:b8-49.167, area: 63256704.000000
cep quadra:b8-49.168, area: 63266400.000000
cep quadra:b8-49.169, area: 63276096.000000
cep quadra:b8-49.170, area: 63285792.000000
cep quadra:b8-49.171, area: 63295488.000000
cep quadra:b8-49.172, area: 63305184.000000
cep quadra:b8-49.173, area: 63314880.000000
cep quadra:b8-49.174, area: 63324576.000000
cep quadra:b8-49.175, area: 63334272.000000
cep quadra:b8-49.176, area: 63343968.000000
cep quadra:b8-49.177, area: 63353664.000000
cep quadra:b8-49.178, area: 63363360.000000
cep quadra:b8-49.179, area: 63373056.000000
cep quadra:b8-49.180, area: 63382752.000000
cep quadra:b8-49.181, area: 63392448.000000
cep quadra:b8-49.182, area: 63402144.000000
cep quadra:b8-49.183, area: 63411840.000000
cep quadra:b8-49.184, area: 63421536.000000
cep quadra:b8-49.185, area: 63431232.000000
cep quadra:b8-49.186, area: 63440928.000000
cep quadra:b8-49.187, area: 63450624.000000
cep quadra:b8-49.188, area: 63460320.000000
cep quadra:b8-49.189, area: 63470016.000000
cep quadra:b8-49.190, area: 63479712.000000
cep quadra:b8-49.191, area: 63489408.000000
cep quadra:b8-49.192, area: 63499104.000000
cep quadra:b8-49.193, area: 63508800.000000
cep quadra:b8-49.194, area: 63518496.000000
cep quadra:b8-49.195, area: 63528192.000000
cep quadra:b8-49.196, area: 63537888.000000
cep quadra:b8-49.197, area: 63547584.000000
cep quadra:b8-49.198, area: 63557280.000000
cep quadra:b8-49.199, area: 63566976.000000
cep quadra:b8-49.200, area: 63576672.000000
cep quadra:b8-49.201, area: 63586368.000000
cep quadra:b8-49.202, area: 63596064.000000
cep quadra:b8-49.203, area: 63605760.000000
cep quadra:b8-49.204, area: 63615456.000000
cep quadra:b8-49.205, area: 63625152.000000
cep quadra:b8-49.206, area: 63634848.000000
cep quadra:b8-49.207, area: 63644544.000000
cep quadra:b8-49.208, area: 63654240.000000
cep quadra:b8-49.209, area: 63663936.000000
cep quadra:b8-50.76, area: 63673632.000000
cep quadra:b8-50.77, area: 63683328.000000
cep quadra:b8-50.78, area: 63693024.000000
cep quadra:b8-50.79, area: 63702720.000000
cep quadra:b8-50.80, area: 63712416.000000
cep quadra:b8-50.81, area: 63722112.000000
cep quadra:b8-50.82, area: 63731808.000000
cep quadra:b8-50.83, area: 63741504.000000
cep quadra:b8-50.84, area: 63751200.000000
cep quadra:b8-50.85, area: 63760896.000000
cep quadra:b8-50.86, area: 63770592.000000
cep quadra:b8-50.87, area: 63780288.000000
cep quadra:b8-50.88, area: 63789984.000000
cep quadra:b8-50.89, area: 63799680.000000
cep quadra:b8-50.90, area: 63809376.000000
cep quadra:b8-50.91, area: 63819072.000000
cep quadra:b8-50.92, area: 63828768.000000
cep quadra:b8-50.93, area: 63838464.000000
cep quadra:b8-50.94, area: 63848160.000000
cep quadra:b8-50.95, area: 63857856.000000
cep quadra:b8-50.96, area: 63867552.000000
cep quadra:b8-50.97, area: 63877248.000000
cep quadra:b8-50.98, area: 63886944.000000
cep quadra:b8-50.99, area: 63896640.000000
cep quadra:b8-50.100, area: 63906336.000000
cep quadra:b8-50.101, area: 63916032.000000
cep quadra:b8-50.102, area: 63925728.000000
cep quadra:b8-50.103, area: 63935424.000000
cep quadra:b8-50.104, area: 63945120.000000
cep quadra:b8-50.105, area: 63954816.000000
cep quadra:b8-50.106, area: 63964512.000000
cep quadra:b8-50.107, area: 63974208.000000
cep quadra:b8-50.108, area: 63983904.000000
cep quadra:b8-50.109, area: 63993600.000000
cep quadra:b8-50.110, area: 64003296.000000
cep quadra:b8-50.111, area: 64012992.000000
cep quadra:b8-50.112, area: 64022688.000000
cep quadra:b8-50.113, area: 64032384.000000
cep quadra:b8-50.114, area: 64042080.000000
cep quadra:b8-50.115, area: 64051776.000000
cep quadra:b8-50.116, area: 64061472.000000
